ins_833	1936 yılında değiliz.	1936 yılındayız.
ins_1966	Kocaman bir baykuş, arkasındaki ağaç dalına tünemişti. Öttüyse de ötmüş değildi: "Huu! Huu!"	Kocaman bir baykuş, arkasındaki ağacın dalına tünemiş ötüyordu: "Huuu! Huuu!"
ess_786	Yaşam boyunca sahtecilik karşı durdu.	Yaşamı boyunca sahteciliğe karşı durmuştur.
bio_782	"1-azgın deli koğuş"da ikamet ediyor.	"H-1 Azgın Deliler Koğuşu"nda ikamet eder olmuştum.
news_1579	Ayrıca Kaygun ile ilgili bir söyleşi gerçekleşecek.	Ayrıca Kaygun ile ilgili bir de söyleşi gerçekleştirilecek.
ins_1407	Matematik öğretmeninin adı Mustafa idi.	- Matematik öğretmeninin adı da Mustafa idi.
ess_680	Ben titreyerek, hiçbir şey yapamayacağımız için ağla ve eziklik yaşayarak geçirdim.	Ben titriyor, için için ağlıyor ve hiçbir şey yapamamanın ezikliğini yaşıyordum.
ess_1340	Bak, biz de bir yazlık girdik.	- Bakalım, biz de bir yazlığa girdik.
ins_653	Söz konusu durum değişti, plan üzerinde bu değişiklik de yapılıyor.	Söz konusu durum değiştiğinde, plan üzerinde de bu değişiklik yapılabilmektedir.
bio_1247	Çünkü Münih'te bir arabasının şoförü bir işçi, iki gün içinde Münih'te işbaşı yapması gerekiyordu.	Çünkü arabanın şoförü Münih'te bir işçiydi, iki gün içinde Münih'e gelip işbaşı yapması gerekiyordu.
ins_774	Top tüfek icat etmeden önce, savaşın en etkin silahı kuşkusuz, sipahi de atlı savaşçıların mızrak ve gürzüydü.	Top, tüfek icat edilmeden önce, savaşlarda en etkin silah kuşkusuz, sipahi denilen atlı savaşçıların ya da bir başka deyimle süvarilerin ellerindeki mızrak ve gürzlerdi.
ess_385	Kentte canlı bir ceset, mezarlıkta.	Kent: canlı ceset mezarlığı.
news_1989	MEB personelinin genel müdürü Remzi Kaya, yüksek lisans mezunu tamamlayan ve KBYS muaf tutulan, ancak ilahiyat yasasına göre yer verilmeyen bir duyuru daha sonra böyle bir açıklama yaptı.	MEB Personel Genel Müdürü Remzi Kaya, yüksek lisans mezunlarının tamamının KBYS'den muaf tutulduğunu, ancak ilahiyatçılara yasada yer vermedikleri için daha sonra böyle bir duyuru yapıldığını açıkladı.
news_1716	Ruble, dolar karşısında yükseliyor.	Ruble, dolar karşısında yükseliyor
news_458	Dönem başkanlığı Kuveyt'ten alınan Lübnan dışişleri bakanı Mahmud Hammud da, "bir Arap ülkesi tehdit tüm Arap yönel de" dedi.	Dönem başkanlığını Kuveyt'ten alan Lübnan'ın Dışişleri Bakanı Mahmud Hammud da, "Bir Arap ülkesine tehdit tüm Araplara yönelmiş demektir.
news_1430	Since sol parti, Anadolu ki yurtdışı ki Alevi Cem vakıfı ve Ehlibeyt vakıfı dış bir ara gel, 18 nisan seçim birlikte hareket et karar al.	Yıllardır sol partilere oy veren Anadolu'daki ve yurtdışındaki Aleviler, Cem Vakfı ve Ehlibeyt Vakfı dışında bir araya gelerek, 18 Nisan seçiminde birlikte hareket etme kararı aldı.
ins_837	Orada kanguruları gördük.	Orada kanguruları gördük.
bio_408	Ne var ki kendi not al son derece güçlüydü.	Ne var ki kendisinden not almak son derece güçtü.
ess_848	ÖSS parlarsınız falan.	ÖSS'de parlarsınız felan.
pop_1510	Tutkusu neredeyse tamamen akrebin tersidir.	Tutku konusunda neredeyse Akrebin tam tersidir.
bio_1844	Orada ki hayat içinde işlemiş.	Oradaki hayat içine işlemiş.
ins_1482	Meğer İstanbul tarafındaki eski şekerci sor...	Meğer ki İstanbul tarafındaki eski şekercilere sorula...
ess_1270	Yol Altan gider, biz laleli bir okazyon için Anjelik'in topuzunu yaptıttıktan sonra tayyörleri giyerek karar verdik.	Yolda Altan'a giderken, biz Lale'yle bir okazyon için Anjelik topuzu yaptırıp tayyörler giymeyi kararlaştırıyoruz.
ess_1374	haksızsınız!	Ve haksızsınız!..
pop_1481	Lig terfi ettiği Ankaragücü ve "son kalıntı" olup orada kaldı.	Lig'e terfi etti Ankaragücü ve 12 Eylül'ün "son kalıntısı" olarak orada kaldı.
bio_1976	Ben de, "hani siz YÖK'e karşıydınız yaptığınız yok, niye çağırıyorsunuz?" dedim.	Ben de, "Hani siz YÖK'e karşıydınız, yapmadığı yok, niye çağırdınız?" dedim.
ess_1138	Katil, hırsız, düzenbaz, sahtekâr, hain, vefasız, dolandırıcı, jurnalci, casus, korkak, yalancı, kokainman, alkolik, gösterişçi var.	Katiller, hırsızlar, düzenbazlar, sahtekârlar, hainler, vefasızlar, dolandırıcılar, jurnalciler, casuslar, korkaklar, yalancılar, kokainmanlar, alkolikler, gösterişçiler vardır aralarında.
news_248	Bu adaletsiz gelir dağılımı neden?	Bunun nedeni adaletsiz gelir dağılımı.
bio_630	O yıl, 1963 Edremit doğan güzellik yarışmasında birinci seçilen Haram adlı film, 1983'te sinemada adım attı ve bugün sanat dünyasında her iş kendi söz et Hülya Avşar'ın evlenip magazin Dünya ortasında bulduğu kendi. "Ben ona gayet doğalı" dedi.	O yıl, 1963'te Edremit'te doğan, bir güzellik yarışmasında birinci seçilerek Haram adlı filmle 1983'te sinemaya adım atan, bugün sanat dünyasında yaptığı her işle kendisinden söz ettiren Hülya Avşar'la evlenir ve magazin dünyasının ortasında bulur kendisini: "Benim onunla anılmam gayet doğaldır.
news_904	Özelleşen anayasal boyut da irdeleme araştırması, kamu kuruluşlarının yerli ve yabancı şirketlere satılmasıyla hiçbir sınırlama olmaması ve bazı projelerin iptal edilmesinin etkili olduğunu bilir.	Özelleştirmenin anayasal boyutunun da irdelendiği araştırmada, stratejik nitelikteki kamu kuruluşlarının yerli ve yabancı şirketlere satılmasında hiçbir sınırlamaya yer verilmemesinin, bazı projelerin iptal edilmesinde etkili olduğu bildirildi.
pop_1006	Özellikle içe dönük, sakin yapılarıyla başak kompleks ve takıntılı meyilli.	Özellikle içe dönük, sakin yapılı başaklar kompleks ve takıntılara meyillidir.
bio_820	Balıkçı şaşırdı.	Balıkçı şaşırmış:
news_1291	"SEKA korumasını al!"	"SEKA korumaya alınmalı"
bio_695	Ama, sabah uyandığımda yerlerde olmayız.	Ama, sabah uyandığımda yerlerinde olmazlardı.
news_214	Başbakan Erdoğan'ın 62. miting konuşmasını enerjik bir kampanya ortamında gerçekleştirdiği ve tüm parti seçim kampanyalarının genel tarzını ve rengini belirlediği açıklandı.	Başbakan Erdoğan'ın 62 miting konuşması yaparak gerçekleştirdiği enerjik kampanyasında ortaya koyduğu tavır ve siyaset tarzı, tüm partilerin seçim kampanyalarının genel rengini de belirledi.
bio_508	Doğru numara tuttu.	Doğrusu numaram iyi tutmuştu.
bio_1460	Masmavi göz ve sapsarı saçları vardı.	Masmavi gözleri ve sapsarı saçları vardı.
ess_1291	Beynin yerinde, bozuk midelerden dökülen kara/yeşil hayat bulamaçlarını her gün izleriz.	Beyin yerine, bozuk midelerden dökülen kara/yeşil hayat bulamacını izliyoruz her gün.
news_258	Ana görev yürütme ata ve denetle.	Ana görevi yürütmeyi atamak ve denetlemektir.
pop_116	Vakıfbank sanat galeri yöneticisi Ebru Zeynep Gökmen'i sinirlendir de "nü"ye itiraz et.	Vakıfbank Sanat Galerisi yöneticisi Ebru Zeynep Gökmen'i sinirlendiren de "nü"ye itiraz edenler.
pop_96	peki, tuz ne yapar da balık gibi çok kısa zaman bozabilir ve özellikle koku ürettiği son derece yatkın bir ürün uzun zaman saklanır? gerçekte de balık vücudunda bulunan enzim, düşük sıcaklıkta bile aktif olup faaliyet göstermeye devam ederken bozulma süreci hızlanır.	Peki, tuz ne yapıyor da balık gibi çok kısa zamanda bozulmaya ve özellikle de koku üretmeye son derece yatkın bir ürün uzun zaman saklanabiliyor? Gerçekten de balık vücudunda bulunan enzimler, buzdolabı ortamındaki düşük ısılarda bile aktif olarak faaliyet göstermeye devam edip bozulma sürecini hızlandırıyorlar.
pop_800	Tuz, karabiber.	Tuz, karabiber.
news_345	Fenerbahçe, ümit Özat'ın sonra Siirtspor'lu Ceyhun da iki yıllık renk bağla.	Fenerbahçe, Ümit Özat'tan sonra Siirtspor'lu Ceyhun'u da iki yıllığına renklerine bağladı.
bio_135	Böylece başka yapılara "taraflı, şartlı" da ön kendi alınmakta olacaktır.	Böylece başkaları yaptığında "taraflı, şartlı" demelerin önünü kendileri almış olacaklar.
ess_1418	Kendi evlerindeymiş gibi hissettiler lokantalarda.	Kendinizi EVinizde gibi hissettiğiniz lokantalar.
ess_1206	Çiftçi ay boyunca emek yetiştirdiği mahsulu yok, fiyatını sattığı.	Çiftçi aylar boyunca emekle yetiştirdiği mahsulü yok fiyatına satmaktadır.
pop_1746	yarım tavuk	Yarım tavuk
bio_1780	kadın hızla uzaklaştı.	Kadın hızla uzaklaştı.
news_1614	ABD'de tatilde olan Fransız futbolcu, sürekli telefonu kapalı tutuyor ve çıkmıyor.	ABD'de tatil yapan Fransız futbolcu telefonlara çıkmıyor ve sürekli telefonunu kapalı tutuyor.
ins_486	Artık birçok ot bulmuydu.	Artık birçok otu bulamıyormuş.
news_1933	Kesinlikle birlikte mahkeme heyetinin kararı zemin teşkil etti ve Saadettin Bilgiç başkanlık yazısına muhalif görüş doğrultusunda olmuş bir bilirkişi raporu olmuştur.	Kesin olmamakla birlikte mahkeme heyetinin kararına zemin teşkil edecek olan ve Saadettin Bilgiç başkanlığında yazılan bilirkişi raporunun muhaliflerin görüşlerinin doğrultusunda olduğu öğrenildi.
bio_1117	"I Love 2008" yaz.	"I love 2008" yazıyor.
ess_887	Örneğin, müslümanlarca hâk ve bâtıl ölçü koyan vahiydir.	Örneğin müslümanlarca hak ve bâtılın ölçüsünü koyan vahy'dir.
ins_1573	koruyucu hekimlik hizmeti : hastalıklardan koruma, hayatı uzağa taşıma, vücut ve fizik yapılarının sağlamlığını temin etme, gelişmeyi ve sağlıkta tehlike düşürme, sakatlıkları ve sekel bırakan durumları önleme, sakat hayat kazanma ve yeni yetenek kazanma bilim ve sanatıyla.	Koruyucu hekimlik hizmeti: Hastalıklardan korumak, hayatı uzatmak, vücudun fizik yapısını, akıl ve ruh sağlamlığını temin etmek, geliştirmek, sağlık tehlikeye düştüğünde sür'atle tedavi etmek, sakatlıkları ve sekelleri önlemek, sakatlara hayatını kazandıracak yeni yetenekler kazandırmak bilim ve sanatıdır.
ess_1513	Meriç nehri coşar, Fırat kıyıları dur, Kızılırmak hoyrat çığlıklarıyla buluşuyor.	Meriç Nehri'nde coşar, Fırat kıyılarında durulur, Kızılırmak'ta hoyrat çığlıklarda buluşurdu.
ess_1042	Biz, eşitlik ve demokrasi anlam yüklemiyor, öz yaşayamadık.	Bizler, eşitliğe ve demokrasiye anlamlar yükledik, özünü yaşatamadık.
ins_1848	Hasta bir hafta öksürdü.	Hastayım, bir haftadır öksürüyorum.
bio_1015	Cumhuriyet daha 1 yaşındayken böyle bir ikilemle karşılaşıldı.	Cumhuriyet daha 1 yaşındayken böyle bir ikilemle karşılaşmıştı.
ins_744	Gölgede oturun.	Gölgesinde oturun.
bio_240	Yolcu bilmiyor bir yol.	Yorulmak bilmeyen bir yolcu.
ins_586	Bu merak, müsait şartları bulursak araştırıcılık ve yapıcılık yapabiliriz.	Bu merak, müsait şartlar bulsaydı, pekâlâ araştırıcılığa ve yapıcılığa dönebilirdi.
ess_51	İki Atatürk haksızlık say.	İkisini de Atatürk'e haksızlık sayıyor.
bio_596	bir özgür gün geldi akıla.	Birden özgür günlerim geldi aklıma.
pop_811	Michelangelo Buonarroti, 38 yaşında ünlü Musa heykelini yaptı.	Michelangelo Buonarroti, 38 yaşında iken ünlü Musa heykelini yaptı.
ess_1715	Devasa bilim kentleri kurmak için artı değer sömürüsü yapılan durumlardan biridir.	Devasa bilim kentlerinin kurulması için artı değer sömürüsüne abanır dururlar.
news_66	"Karadeniz tarih önceki antik kayık bulundu."	"Karadeniz'de tarih öncesinden kalma antik kayık bulundu"
news_342	Bu üzeri Aliağa belediye başkanı ve Ak Parti Aliağa ilçe başkanı iş alamadı, söz konusu olmadı, öğrenemedi ve ifade etmediği, Şahin'in, bazı partili kahvehane git para topla B.G. yakala ve bu kişi dolandırıcılık yap gerekçe polis teslim et kaydet.	Bunun üzerine görüştüğü Aliağa Belediye Başkanı ve AK Parti Aliağa ilçe başkanından işe almanın söz konusu olmadığını öğrendiğini ifade eden Şahin, bazı partililerle kahvehaneye giderek para toplayan B.G'yi yakaladıklarını ve bu kişiyi dolandırıcılık yaptığı gerekçesiyle polise teslim ettiğini kaydetti.
pop_1625	"Dudu fiyasko mu?"	"Dudu" Fiyasko Mu?
bio_1151	Latife bu istek için olumlu yanıt alamamış.	Latife bu isteğine olumlu yanıt alamadı.
ess_1802	halkevi, "AKP'nin %25'lik azınlık desteği", devletin tüm iktidar merkezine karşı bir Amerikancı-yobaz grup denetimine aktarıldığı darbeci girişim, ordunun otoriter ve ırkçı bir anlayışının yansıdığı darbe tehdidi içerisindeki muhtıra karşılanmıştır...	Halkevleri: "AKP'nin %25'lik azınlık desteğiyle devletin tüm iktidar merkezlerini Amerikancı-Yobaz bir grubun denetimine aktarmaya dönük darbeci girişimi, ordunun otoriter ve ırkçı bir anlayışı yansıtan darbe tehdidini içeren muhtırasıyla karşılandı...
ins_1218	Bu tarih, 5 Aralık 1390'dır ve Yıldırım Bayezıt Han'ın kalabalık askerleri, yıldırım gibi gelerek Konya Kalesi'ni fethettiler.	Bunun üzerine 5 Aralık 1390 tarihinde Yıldırım Bayezıt Han kalabalık askerle yıldırım gibi gelip Konya Kalesi'ni, aman vermeyerek fetheyledi.
ins_1264	Görevli soruldu:	Görevliye sordu:
pop_248	Çocukları anla, sevgiyle ve zekice göster.	Çocuklarını anlar, sevgilerini zekice gösterirler.
ins_461	Çok maymun olduğunu varsayıyorum, ben ne!	- Çok maymun oldunsa bana ne!
pop_1275	Biber yüz altmış İslahiye'de üretiliyor.	Biberin yüzde 60'ı Islahiye'de üretilir.
news_1065	Dışında kalıyorsanız, masum insanların ölümüne seyirci kalıyorsunuz demektir.	Dışında kalırsanız, masum insanların ölümüne de kendi geleceğinize de seyirci kalırsınız.
news_1345	Ancak banka hesaplarındaki döviz girişi olmadı.	Ancak girişin bankaların döviz hesaplarından olmadığı biliniyor.
ess_67	Daru'n Nedve'nin hüküm sürdüğü Mekke'de var ydı ufukta.	Daru'n-Nedve'nin hüküm sürdüğü Mekke vardı ufukta.
ess_1570	bir yığın meraklı siyah kırma iriyarı, orta yaşlı adama ne de sarışın fıstık bakmıştı.	Bir yığın meraklı ise ne siyah kırması iriyarı, orta yaşlı adama ne de sarışın fıstığa bakıyordu.
pop_1406	Bu adam aslen Şii yoğunluğuna sahip Arap körfezi ki El-Ahsa bölgesinde yaşar; kendi de Şii'dir.	Bu adam aslen Şiilerin yoğun olarak yaşadığı Arap Körfezi'ndeki el-Ahsa bölgesinde yaşıyordu; kendisi de Şii'ydi.
ess_287	Sadece vücut yorgunluğu, güneş harareti, yer sertliği yahut su kıtlığı mı?	Sıkıntımız sadece vücudumuzun yorgunluğu, güneşin harareti, yerin sertliği yahut suyun kıtlığı mıdır?
pop_185	Guatemala'da iki kesim var.	Guatemala'da iki kesim var.
bio_1195	Genel boş bir alanda kurulmuş ve bir tezgahı olan iki ay bitiyor.	Genelde boş bir alana kurulurlardı ve bir tezgah bir iki ayda biterdi.
pop_658	Karnabahar çiçeklerini ilave et bir kere karıştır servis yapın.	Karnabahar çiçeklerini de ilave edip bir kere karıştırarak servis yapın.
news_1958	Bazı bölgelerde açlık yüzünden ölümler başladı.	Bazı bölgelerde de, açlık yüzünden ölümlerin başladığı haberleri alınıyor.
pop_1144	İşte balıkızgara etinin dış yüzeyi Maillard reaksiyon etkisiyle çıtır ve çok lezzetli bir sonuç elde edilir.	İşte balığı ızgara edince dış yüzeyinde Maillard reaksiyonu etkisiyle çıtır ve çok lezzetli bir sonuç elde edebilirsiniz.
ins_1868	Baba, dispansere kadar Ayşe'yi kucakta taşıdı.	Babası, dispansere kadar Ayşe'yi kucağında taşıdı.
bio_482	Ama şimdi fedakarlık sırası bende.	Ama şimdi fedakarlık sırası bende idi.
ess_736	Sol kolu tekrar dürtükle ve "bu güzelim yol eski çamur-toprak idi".	Sol kolumu tekrar dürtükledi ve "bu güzelim yollar eskiden çamur dopraktı.
ess_70	Anlattığım ilgiyi dinle.	Anlattıklarımı ilgiyle dinliyorsun.
ins_647	Pekmez, ağaçtan yapılmış büyük kaşıklarla dövülerek soğutulmuştu.	Pekmezler, ağaçtan yapılan büyük kaşıklarla dövülerek soğutulurdu.
news_1501	Daha önce Ferrari test sürüşünü yap, hatta F1 geç bile gündem gelirken, bu defa Dünya Ralli Şampiyonası'nda Yeni Zelanda ayak orta çıktı Rossi.	Daha önce Ferrari'yle test sürüşleri yapan, hatta F1'e geçmesi bile gündeme gelen Rossi, bu defa Dünya Ralli Şampiyonası'nın Yeni Zelanda ayağında ortaya çıktı.
pop_1268	3 adet sarı yumurta.	3 adet yumurta sarısı
ess_107	Versace'yi de Mercedes'i de üreten teknoloji, ciddiyet, yaratıcılık, titizlik, tutarlık ve kalite yazık...	Versace'yi de, Mercedes'i de üreten teknolojiye, ciddiyete, yaratıcılığa, titizliğe, tutarlığa ve kaliteye yazık...
ins_427	Dede öğrenmiş ki her insan büyük yarar sağlar...	Dede: Bilmediklerini öğrenmek her insana büyük yararlar sağlar...
bio_1646	Tezi Atatürk sonrası vermiş, Aydın yanıtlayarak.	Tezini verdikten sonra Atatürk sordu, Aydın yanıtladı.
ins_1353	bu üzerinde Fatih:	Bunun üzerine Fatih:
ess_154	Paylaş, sev, hoşgörü, kır, sokakta oynadığımız oyunları öğrendik.	Paylaşmayı, sevmeyi, hoşgörüyü, kırılmayı sokakta oynadığımız oyunlardan öğrendik.
pop_1641	İşte bu yüz, Mim Sadun'un Alaska doğumlu olduğunu şaşırarak doğruluyor.	İşte bu yüzden, Mim Sadun Ne'nin Alaska doğumlu olmasına şaşmamak gerekir.
pop_896	Program yapımcısı Alfred Biolek, bir konser izlediği Barış Manço...	Programın yapımcısı Alfred Biolek, bir konserinde izlemişti Barış Manço'yu...
news_1477	Ve açıkça henüz hiçbir yapım ürünü aşamadık.	Ve açıkçası henüz hiçbir yapım onların ürünlerini aşamadı.
ess_759	Kitapları ona uza vermek gerek yok; sadece onlara okusunu söyle.	Kitapları onlara uzatıp vermenize gerek yok; sadece onlara okumalarını söyleyin.
ess_461	New Orleans'da caz, San Francisco'da hüzün vardı.	New Orleans'ta caz, San Francisco'da hüzün vardı...
ess_1807	Et kitabı ters çevir, sonra da koltukta geri doğru kaykıl.	Eden bulmuştur. " Kitabı ters çevirdi, sonra da koltukta geriye doğru kaykıldı.
ess_144	Ama öyle değil...	Ama öyle değil...
ess_207	Ben bu haberi okuduktan sonra mezun olup ve askere gittikten sonra çok korkuyorum.	Ben bu haberi okuyunca mezun olmaktan ve askere gitmekten çok korkar oldum.
bio_902	Bu Anadolu çocukları.	Bunu diyenler "Anadolu çocukları".
bio_1435	Cillop'u da Tayfun yapar!	- Cillop! diyor. Tayfun;
pop_1558	"Paltonun alınacağı mı?"	"Palto asacağına mı?.."
news_223	Artvin'in Arhavi ve Hopa ilçeleri ile Rize merkezi ve Çayeli ilçesi deprem sonrası dışarı çıkan vatandaşlar evlerine girerken çekindiler.	Artvin'in Arhavi ve Hopa ilçeleri ile Rize merkezde ve Çayeli ilçesinde de deprem sonrası dışarı çıkan vatandaşlar evlerine girmeye çekiniyorlar.
ess_574	Bu romanlardaki akıcılık, kurgusal zenginlik sağlar.	Bu da, romanlarınıza akıcılık, kurgusal zenginlik sağlıyor.
ess_1608	1. 1 numaralı.	1.
ins_527	Gerçek yol gösterici bilimdir inan.	Hayatta gerçek yol göstericinin bilim olduğuna inandı.
pop_613	Dört ayrım.	DÖRTLÜ AYRIM
pop_1944	Ön holdingciler...	Önde holdingciler...
pop_297	bir zamanın hep mahalle bakkalı vardı.	Bir zamanlar hepimizin mahallesinde bakkallar vardı.
ess_1012	Sıcakta çalışacak, okuyacak, uyuyacak gibi.	Sıcaktan, ne çalışılacak, ne okunacak, ne de uyunacak gibi.
ess_1858	Asistanın odasında hem teselli et, hem de olayı öğrenmek isteyelim.	Asistan odasında hem teselli ediyor, hem de olayı öğrenmek istiyoruz.
pop_198	Bilhassa sanat eğitimi, yetenek hem uygun iken, hem genç yönelik çalışma fırsatı ver.	Bilhassa sanat eğitimi hem yeteneklerine uygundur, hem gençlere yönelik çalışma fırsatı verir.
bio_664	iç burktu.	İçim burkuldu.
news_121	İstanbul'da mevduat pastasının en büyük dilimini alıyor ve devam ediyor.	İstanbul, mevduat pastasından en büyük dilimi alan il olmaya devam ediyor.
news_198	Vatandaş seçmen bilgi kağıdı ve kimlik göstererek oy kullanıyor.	Vatandaşlar seçmen bilgi kağıdını ve kimliklerini göstererek oylarını kullanacak.
news_154	Organizasyon komitesinin verdiği bilgiye göre Yelda Kaya, prova sırasında "Türkiye özle" dediği de yarışma çekildi ve Paris'te ayrıldı.	Organizasyon komitesinin verdiği bilgiye göre Yelda Kaya, provalar sırasında "Türkiye'yi özledim" diyerek yarışmadan çekildi ve Paris'ten ayrıldı.
ins_1252	Insan, hayvan ve bitki dostça yaşayın.	İnsanlar, hayvanlar ve bitkiler dostça yaşarlardı.
news_1726	- Genellikle çok düşük doz kullanımı veya uygunsuz ilaç kombinasyonu neden olabilir.	- Genellikle çok düşük doz kullanımı veya uygunsuz ilaç kombinasyonları neden olur.
bio_1893	Bu ziyaretlerden biri, Hatice hanımın anlattığı hadiseyi anlatıyor: "Sen bizim mahalleden ayrıldıktan sonra, bizim ekonomik sıkıntımız düştü, ama sizin sıkıntınız da fark yamaydı ama bizzat yaşayarak daha iyi anlayabilirsiniz."	Bu ziyaretlerden birinde Hatice Hanım, bana bir hadise anlattı: "Sen bizim mahalleden ayrıldıktan sonra biz de ekonomik sıkıntıya düştük, sizin sıkıntılarınızın da farkındaydık ama bizzat yaşamaya başlayınca sizi daha iyi anladık.
ess_505	Yapıların başka ve değişik yapılarına açık kapı bırakıp ipucu çok.	Yapıdaki başka ve değişik yapılara açık kapı bırakan ipuçlarının çokluğu...
bio_1269	Geri birkaç paket çikolata, biraz harçlık ve biraz anı kaldı.	Geriye birkaç paket çikolata, biraz harçlık ve biraz anı kalmıştı.
news_1673	Enerji dolu göz budakları sakın, kamuoyu meydanında oku, fikir ve zevklerinin sonuna kadar git bir sanatçı Nadar.	Enerji dolu, gözünü budaktan sakınmayan, kamuoyuna meydan okuyan, fikirlerinin ve zevklerinin sonuna kadar giden bir sanatçı Nadar.
ess_843	Bu saptada, kara Avrupa'ya bakıp büyük ölçüde doğruyuz.	Bu saptamalar, Kara Avrupası'na baktığımızda büyük ölçüde doğrudur.
news_989	Miting katılımının savaşın yan yerindeki ABD'nin daha yoğun olduğu ülkede olması bekleniyor.	Mitinglere katılımın savaşta ABD'nin yanında yer alan ülkelerde daha yoğun olması bekleniyor.
ins_1040	Gerçek ayak iliş bir konserve teneke, bir mermi parça ve ayakkabı iç insan kemik rastla mümkün değil.	Gerçekten ayaklarımıza ilişen bir konserve tenekesi, bir mermi parçası ve ayakkabılar içinde insan kemiklerine rastlamamak mümkün değildi.
ess_1636	Bazı en yüksek tepelere tırmanıp içeri kiler, birkaç bin oy uğruna, din siyaset aleti et sıcak prova yapıldı.	Bazıları, en yüksek tepelere tırmanan içerdekiler, birkaç bin oy uğruna, dini siyasete alet etmenin sıcak provalarını yaptılar.
ess_962	"Bitpazarı'nda ben alışveriş yapıyorum."	"Bitpazarlarına bayılırım.
pop_439	Çünkü hep bu hoş bir davranış olmaz.	Çünkü hepimiz bunun hoş bir davranış olmadığını biliriz.
bio_1324	Tırpan biçerek kellelerin sapını içine döktü.	Tırpanla biçtiğimizde kelleler sapın içine dökülüyordu.
news_147	Demirören, konuşma kulak misafiri oldu, hatta zaman zaman katıldı.	Demirören, konuşmalarımıza kulak misafiri olmuş, hatta zaman zaman katılmıştır.
pop_469	Malzeme:	Malzemeler:
ins_184	Ben her türlü zorluğu göğüs gererek okudum.	Annem beni okutmak için her türlü zorluğa göğüs geriyordu.
news_1943	Country tınıları.	Country tınıları
news_1305	Selmi Andak'ın bestelendiği yıl kuruluş için 100.	kuruluş yılı için Selmi Andak tarafından bestelenen "100.
news_482	Son kalınan yerde en uzun süreli olan mahkemeye çıkıldı; ne kadar aylarca, ne de herhangi bir savcı tarafından suçlama alındı. 12 Eylül günüydü.	Son kaldığımda -ki en uzun süreli olanıydı- ne mahkemeye çıkarıldım aylarca ne de herhangi bir savcıdan bir suçlama aldım; 12 Eylül günleriydi.
ess_1436	Benim sorumun cevabı boyutları.	Aradığın sorunun bendeki cevabı, boyutlardır.
pop_903	1 çay kaşığı tuz.	1 çay kaşığı tuz
ins_1132	Saygıyla eğiliyoruz.	(Saygıyla eğilir.)
pop_886	Tava kalan sosun yaklaşık yarım su bardağı kadarını kalanına verin, kaynatın.	Tavada kalan sosu yaklaşık yarım su | bardağı kalana kadar kaynatın.
bio_401	Lâtin istilası sebep oldu yer unutuldu veya kayboldu bu nurlu kabir, İstanbul Fatih Sultan Mehmed'in arzu ve o mübarek hoca Akşemseddin keşfiyle bulun ve hemen muhteşem bir türbe, muhteşem bir cami ve külliye yapıldı.	Lâtin istilaları sebebiyle yeri unutulan veya kaybolan bu nurlu kabir, İstanbul'un Fatihi Sultan Mehmed'in arzusu ve onun mübarek hocası Akşemseddin'in keşfiyle bulunmuş ve hemen muhteşem bir türbe, muhteşem bir cami ve külliye yapılmıştır.
ins_885	Kalp masajı ilk 3-5 dakika iç yap.	Kalp masajı ilk 3-5 dakika içinde yapılmalıdır.
ins_915	Milli bilinçte ayak kal ve uyanık bul için dil ve tarih uğur çalış mecburuz. Dil ve tarih konusundaki duyarlılık her zaman dil getir ve dil konusundaki önem ver Atatürk'ün Birinci Türk Tarih Kurultayı son gün, dil konusundaki çalışma yap üzerine Türk Dili Tetkik Cemiyeti kur için talimat ver.	Milli bilincin ayakta kalabilmesi ve uyanık bulunması için dil ve tarih uğrunda çalışmaya mecburuz." diyerek dil ve tarih konusundaki duyarlılığını her zaman dile getiren ve dil konusuna önem veren Atatürk, Birinci Türk Tarih Kurultayının son günü, dil konusunda çalışmalar yapmak üzere Türk Dili Tetkik Cemiyetinin kurulması için talimat vermiştir.
ins_1738	Su bulanıklığı.	Suyun Bulanıklığı
ins_1659	Ama tembel kuş, aylak aylak dolaşıydi.	Ama tembel kuş, aylak aylak dolaşırmış.
pop_1055	İşçi sayısını belirle.	* İşçi sayısını belirlemek.
news_1619	8 galibiyet ve 7 yenilgiyle üçüncü sırada bulunan sarı-lacivertli grup, iki sıra gerisinde bulunan averajı iki sıra gerisinde bulunan Fransa Pau Orthez takımının kendi evinde yarın TDK Manresa yenilmeleri halinde tamamlamış olacak.	Grubunda 8 galibiyet ve 7 yenilgiyle üçüncü sırada bulunan Sarı-Lacivertliler'in grubu ikinci sırada tamamlayabilmesi için averajla ikinci sırada bulunan Fransa'nın Pau Orthez takımının kendi evinde yarın TDK Manresa'ya yenilmesi gerekiyor.
ess_1739	Biz orada'yız.	Biz oradayız.
bio_1899	Benim kızımı siz böyle üzme, ha? "Bırak Allah aşkına ağla," de, "anne dizinin dibinde test çöz o!"	Benim kızımı siz böyle üzün, ha? "Bırak Allahaşkına ağlamayı" diyorum, "Annesinin dizinin dibinde test çözsün o!"
pop_631	Osman Hamdi bey, İbrahim Ethem Paşa'nın oğluydu.	Osman Hamdi Bey, Sadrazam İbrahim Ethem Paşa'nın oğluydu.
